seq_id,muni_id,municipal,cal_year,naicscode,naicstitle,avgemp,estab,avgwkwage,adj_year,avgwageadj
150766,352,MAPC Region,2014,327,Nonmetallic Mineral Product Mfg,331,27,,,
150784,352,MAPC Region,2014,332,Fabricated Metal Product Manufacturing,9642,417,,,
150801,352,MAPC Region,2014,333,Machinery Manufacturing,2423,96,,,
150818,352,MAPC Region,2014,334,Computer and Electronic Product Mfg,23510,292,,,
150835,352,MAPC Region,2014,335,Electrical Equipment and Appliances,727,33,,,
151090,352,MAPC Region,2014,451,Sporting Goods/Hobby/Book/Music Stores,8071,648,,,
150852,352,MAPC Region,2014,336,Transportation Equipment Manufacturing,540,13,,,
150869,352,MAPC Region,2014,337,Furniture and Related Product Mfg,497,45,,,
150886,352,MAPC Region,2014,339,Miscellaneous Manufacturing,3508,190,,,
150903,352,MAPC Region,2014,423,"Merchant Wholesalers, Durable Goods",29991,2049,,,
150920,352,MAPC Region,2014,424,"Merchant Wholesalers, Nondurable Goods",20368,1051,,,
150937,352,MAPC Region,2014,425,Electronic Markets and Agents/Brokers,11042,2280,,,
150954,352,MAPC Region,2014,441,Motor Vehicle and Parts Dealers,15570,719,,,
150971,352,MAPC Region,2014,442,Furniture and Home Furnishings Stores,5540,528,,,
150988,352,MAPC Region,2014,443,Electronics and Appliance Stores,4420,340,,,
151005,352,MAPC Region,2014,444,Building Material & Garden Supply Stores,8918,529,,,
151022,352,MAPC Region,2014,445,Food and Beverage Stores,46689,2411,,,
151039,352,MAPC Region,2014,446,Health and Personal Care Stores,14174,1259,,,
151056,352,MAPC Region,2014,447,Gasoline Stations,4421,760,,,
151073,352,MAPC Region,2014,448,Clothing and Clothing Accessories Stores,22131,1885,,,
151107,352,MAPC Region,2014,452,General Merchandise Stores,19282,292,,,
151124,352,MAPC Region,2014,453,Miscellaneous Store Retailers,9493,1126,,,
151141,352,MAPC Region,2014,454,Nonstore Retailers,6900,488,,,
151158,352,MAPC Region,2014,481,Air Transportation,6772,50,,,
151172,352,MAPC Region,2014,483,Water Transportation,14,4,,,
151189,352,MAPC Region,2014,484,Truck Transportation,5050,440,,,
151206,352,MAPC Region,2014,485,Transit and Ground Passenger Transport,13787,297,,,
151223,352,MAPC Region,2014,487,Scenic and Sightseeing Transportation,1101,30,,,
151240,352,MAPC Region,2014,488,Support Activities for Transportation,4979,333,,,
151257,352,MAPC Region,2014,492,Couriers and Messengers,2393,97,,,
151274,352,MAPC Region,2014,493,Warehousing and Storage,1305,33,,,
151291,352,MAPC Region,2014,511,Publishing Industries,25478,790,,,
151308,352,MAPC Region,2014,512,Motion Picture & Sound Recording Ind,2010,254,,,
151325,352,MAPC Region,2014,515,Broadcasting (except Internet),2315,39,,,
151365,352,MAPC Region,2014,518,"ISPs, Search Portals, & Data Processing",2436,140,,,
151348,352,MAPC Region,2014,517,Telecommunications,6818,505,,,
151382,352,MAPC Region,2014,519,Other Information Services,7788,343,,,
151399,352,MAPC Region,2014,522,Credit Intermediation & Related Activity,31795,1654,,,
151416,352,MAPC Region,2014,523,Financial Investment & Related Activity,37720,2078,,,
151433,352,MAPC Region,2014,524,Insurance Carriers & Related Activities,42642,1742,,,
151450,352,MAPC Region,2014,525,"Funds, Trusts & Other Financial Vehicles",8,10,,,
151467,352,MAPC Region,2014,531,Real Estate,22758,3129,,,
151484,352,MAPC Region,2014,532,Rental and Leasing Services,5550,454,,,
151506,352,MAPC Region,2014,541,Professional and Technical Services,218867,17805,,,
151523,352,MAPC Region,2014,551,Management of Companies and Enterprises,39637,683,,,
151540,352,MAPC Region,2014,561,Administrative and Support Services,99211,5380,,,
151557,352,MAPC Region,2014,562,Waste Management and Remediation Service,3061,183,,,
151574,352,MAPC Region,2014,611,Educational Services,163467,1755,,,
150583,352,MAPC Region,2013,238,Specialty Trade Contractors,41713,5155,,,
151590,352,MAPC Region,2013,621,Ambulatory Health Care Services,88688,5555,,,
151607,352,MAPC Region,2013,622,Hospitals,91299,49,,,
151624,352,MAPC Region,2013,623,Nursing and Residential Care Facilities,40946,865,,,
151641,352,MAPC Region,2013,624,Social Assistance,55395,10667,,,
151658,352,MAPC Region,2013,711,Performing Arts and Spectator Sports,7262,410,,,
151675,352,MAPC Region,2013,712,"Museums, Parks and Historical Sites",3316,71,,,
151692,352,MAPC Region,2013,713,"Amusement, Gambling & Recreation Ind",19779,1119,,,
151709,352,MAPC Region,2013,721,Accommodation,19574,336,,,
151726,352,MAPC Region,2013,722,Food Services and Drinking Places,136318,7696,,,
151743,352,MAPC Region,2013,811,Repair and Maintenance,11786,2290,,,
151760,352,MAPC Region,2013,812,Personal and Laundry Services,24449,3247,,,
151777,352,MAPC Region,2013,813,Membership Organizations & Associations,23458,1971,,,
151794,352,MAPC Region,2013,814,Private Households,5108,4281,,,
151828,352,MAPC Region,2013,922,"Justice, Public Order, and Safety Activi",13386,180,,,
151811,352,MAPC Region,2013,921,"Executive, Legislative, & Gen Government",5483,87,,,
151845,352,MAPC Region,2013,923,Administration of Human Resource Program,134,5,,,
151862,352,MAPC Region,2013,924,Administration of Environmental Programs,2913,25,,,
151879,352,MAPC Region,2013,925,Community and Housing Program Admin,1999,9,,,
151896,352,MAPC Region,2013,926,Administration of Economic Programs,5761,64,,,
151913,352,MAPC Region,2013,928,National Security & International Affair,625,8,,,
150440,352,MAPC Region,2013,101,Goods-Producing Domain,180081,10914,,,
150457,352,MAPC Region,2013,102,Service-Providing Domain,1709626,95836,,,
